Bedroom,Bath,Area_sqft,Log_area_sqft,Area_per_bedroom,Bath_bedroom_ratio,Location_median_ppsf,Type_target_enc,City_target_enc,Source_OLX,Price_pkr,Log_price
2.0,2.5,1400.0,7.244227516,700.0,1.25,15861.09024,18.95005811818182,17.48107115846154,1,499000000,20.02811665
4.0,5.0,3267.0,8.091627412,816.75,1.25,11325.37496,17.52449479365033,17.0930370689899,0,40000000,17.50439001
2.0,2.0,1152.0,7.049254841,576.0,1.0,15873.01587,16.74009781756667,17.38481072169611,0,18000000,16.70588232
5.0,6.0,2722.5,7.909305855,544.5,1.2,16299.357205,17.30156670857143,17.2241481738,0,65000000,17.98989783
4.0,5.0,2178.0,7.686162303,544.5,1.25,24050.02405,17.52449479365033,17.30474131619205,0,38000000,17.45309672
6.0,7.0,2700.0,7.901007052,450.0,1.166666667,22000.0,17.03228004347826,17.38481072169611,1,35000000,17.37085862
5.0,6.0,5445.0,8.602453035,1089.0,1.2,12396.694215,18.00816093799353,17.48107115846154,0,65000000,17.98989783
5.0,6.0,2722.5,7.909305855,544.5,1.2,11386.5932,17.52449479365033,17.0930370689899,0,35000000,17.37085862
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,19467.40129,18.00816093799353,17.48107115846154,0,19300000,16.77561565
5.0,7.0,5445.0,8.602453035,1089.0,1.4,21120.29385,17.52449479365033,17.63082525563043,0,117500000,18.58194889
4.0,4.0,1905.75,7.552630911,476.4375,1.0,19283.74656,17.30156670857143,17.63082525563043,0,85000000,18.25816181
5.0,5.0,2994.75,8.004616035,598.95,1.0,24050.02405,17.52449479365033,17.30474131619205,0,85000000,18.25816181
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,20202.0202,17.52449479365033,17.2241481738,0,23500000,16.97251098
3.5,5.0,94.0,4.543294782,26.85714286,1.428571429,7978.723404,15.6743339095,17.48107115846154,1,750000,13.52782849
4.0,5.0,1998.0,7.599901959,499.5,1.25,22000.0,16.74009781756667,17.38481072169611,0,37000000,17.42642847
0.0,0.0,2722.5,7.909305855,2722.5,0.0,19283.74656,16.7407250003125,17.63082525563043,1,11400000,16.24912391
2.0,2.0,1987.425,7.59459511,993.7125,1.0,14843.32742,16.74009781756667,17.63082525563043,0,29500000,17.19990082
5.0,6.0,5445.0,8.602453035,1089.0,1.2,21120.29385,17.52449479365033,17.63082525563043,0,150000000,18.82614585
2.0,2.0,850.0,6.745236349,425.0,1.0,10468.3195575,16.74009781756667,17.63082525563043,1,5500000,15.52025865
0.0,0.0,9000.0,9.104979856,9000.0,0.0,22000.0,16.7407250003125,17.38481072169611,1,207500000,19.1506419
5.0,6.0,5445.0,8.602453035,1089.0,1.2,15861.09024,17.52449479365033,17.48107115846154,0,52500000,17.77632373
3.0,3.0,1548.0,7.344719054,516.0,1.0,22000.0,18.00816093799353,17.38481072169611,0,9900000,16.10804532
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,9917.355372,17.52449479365033,17.0930370689899,0,14000000,16.45456789
4.0,5.0,1905.75,7.552630911,476.4375,1.25,14919.760375,17.52449479365033,17.30474131619205,0,27000000,17.11134742
5.0,6.0,5445.0,8.602453035,1089.0,1.2,24334.251605,18.00816093799353,17.48107115846154,0,89500000,18.30974918
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,15861.09024,18.00816093799353,17.48107115846154,0,21500000,16.88356349
2.0,2.0,909.0,6.812345094,454.5,1.0,11354.42011,18.00816093799353,17.38481072169611,0,9500000,16.06680236
6.0,6.0,5445.0,8.602453035,907.5,1.0,24334.251605,17.52449479365033,17.48107115846154,0,160000000,18.89068437
0.0,0.0,3267.0,8.091627412,3267.0,0.0,15861.09024,16.7407250003125,17.48107115846154,1,4700000,15.36307307
6.0,6.0,5445.0,8.602453035,907.5,1.0,21120.29385,17.52449479365033,17.63082525563043,0,82500000,18.22830885
6.0,7.0,4500.0,8.411832676,750.0,1.166666667,22000.0,17.03228004347826,17.38481072169611,1,65000000,17.98989783
6.0,6.0,5400.0,8.594154233,900.0,1.0,104166.66666,18.00816093799353,17.38481072169611,1,600000000,20.21244021
6.0,6.0,3267.0,8.091627412,544.5,1.0,16988.06244,18.00816093799353,17.63082525563043,1,55500000,17.83189358
3.0,4.0,5445.0,8.602453035,1815.0,1.333333333,21120.29385,17.52449479365033,17.63082525563043,0,149000000,18.81945686
5.0,5.0,2722.5,7.909305855,544.5,1.0,12511.47842,17.544675218,17.0930370689899,0,35000000,17.37085862
2.0,3.0,778.0,6.656726524,389.0,1.5,15610.651975,17.52449479365033,17.48107115846154,1,11000000,16.21340583
0.0,0.0,2250.0,7.718685495,2250.0,0.0,8611.111111,16.7407250003125,17.63082525563043,1,25000000,17.03438638
2.0,2.0,1256.0,7.135687347,628.0,1.0,11354.42011,18.00816093799353,17.38481072169611,1,17500000,16.67771144
5.0,5.0,2722.5,7.909305855,544.5,1.0,19283.74656,17.52449479365033,17.63082525563043,0,53000000,17.78580247
4.0,4.0,3267.0,8.091627412,816.75,1.0,12473.21702,16.74009781756667,17.48107115846154,0,40000000,17.50439001
2.0,2.0,1225.125,7.110798159,612.5625,1.0,19283.74656,16.74009781756667,17.63082525563043,0,19500000,16.78592502
6.0,6.0,5445.0,8.602453035,907.5,1.0,21120.29385,17.52449479365033,17.63082525563043,0,137500000,18.73913448
4.0,5.0,900.0,6.802394763,225.0,1.25,59444.444445,18.00816093799353,17.38481072169611,1,85000000,18.25816181
4.0,5.0,720.0,6.579251212,180.0,1.25,26388.88889,17.52449479365033,17.38481072169611,0,19500000,16.78592502
4.0,6.0,1361.25,7.216158674,340.3125,1.5,15861.09024,17.52449479365033,17.48107115846154,1,17500000,16.67771144
3.0,3.0,1251.0,7.13169851,417.0,1.0,22000.0,17.30156670857143,17.38481072169611,0,25000000,17.03438638
1.0,2.0,1034.55,6.941721829,1034.55,2.0,12855.83104,17.30156670857143,17.2241481738,0,12200000,16.31694651
0.0,0.0,4500.0,8.411832676,4500.0,0.0,8611.111111,16.7407250003125,17.63082525563043,1,42000000,17.55318018
2.0,1.0,353.925,5.869085026,176.9625,0.5,12511.47842,16.74009781756667,17.0930370689899,0,3948000,15.18871968
3.0,3.0,816.75,6.70533305,272.25,1.0,14954.74223,17.52449479365033,17.2241481738,0,13500000,16.41820024
3.0,4.0,680.625,6.523011494,226.875,1.333333333,14325.06887,17.52449479365033,17.30474131619205,0,9500000,16.06680236
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,20202.0202,17.52449479365033,17.30474131619205,0,26500000,17.09265529
6.0,6.0,2340.0,7.757906208,390.0,1.0,22000.0,17.52449479365033,17.38481072169611,0,60000000,17.90985512
5.0,5.0,4356.0,8.379309484,871.2,1.0,18365.47291,17.52449479365033,17.30474131619205,0,70000000,18.0640058
0.0,0.0,10800.0,9.287301413,10800.0,0.0,22000.0,16.89827182589474,17.38481072169611,1,110000000,18.51599092
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,16639.11846,17.52449479365033,17.2241481738,0,25500000,17.05418901
4.0,5.0,2100.0,7.649692624,525.0,1.25,19283.74656,18.00816093799353,17.63082525563043,1,260000000,19.37619219
4.0,4.0,1633.5,7.398480231,408.375,1.0,14954.74223,17.52449479365033,17.2241481738,0,26700000,17.10017412
2.0,2.0,1809.0,7.500529485,904.5,1.0,31481.48148,16.74009781756667,17.38481072169611,0,55000000,17.82284374
5.0,6.0,5445.0,8.602453035,1089.0,1.2,17447.19927,18.00816093799353,17.48107115846154,0,65000000,17.98989783
5.0,6.0,5445.0,8.602453035,1089.0,1.2,21120.29385,17.52449479365033,17.63082525563043,0,108000000,18.49764179
4.0,4.0,1197.0,7.087573706,299.25,1.0,55555.55556,18.00816093799353,17.38481072169611,1,70000000,18.0640058
5.0,6.0,5445.0,8.602453035,1089.0,1.2,24334.251605,18.00816093799353,17.48107115846154,0,89900000,18.3142085
5.0,5.0,1361.25,7.216158674,272.25,1.0,20202.0202,17.52449479365033,17.30474131619205,0,26000000,17.0736071
5.0,6.0,5445.0,8.602453035,1089.0,1.2,15861.09024,17.52449479365033,17.48107115846154,0,65000000,17.98989783
2.0,2.0,1034.55,6.941721829,517.275,1.0,13957.75941,16.74009781756667,17.2241481738,0,6500000,15.68731273
5.0,6.0,4500.0,8.411832676,900.0,1.2,61111.11111,18.00816093799353,17.38481072169611,0,240000000,19.29614948
6.0,6.0,7200.0,8.881836305,1200.0,1.0,111111.1111,18.00816093799353,17.38481072169611,1,900000000,20.61790532
3.0,3.0,816.75,6.70533305,272.25,1.0,13468.01347,17.52449479365033,17.48107115846154,0,11000000,16.21340583
2.0,3.0,1080.0,6.98471632,540.0,1.5,10277.77778,17.30156670857143,17.38481072169611,1,9000000,16.01273514
5.0,6.0,5445.0,8.602453035,1089.0,1.2,12396.694215,18.00816093799353,17.48107115846154,0,77500000,18.16578849
6.0,7.0,10890.0,9.295600216,1815.0,1.166666667,24334.251605,18.00816093799353,17.48107115846154,0,205000000,19.13852054
4.0,5.0,1386.0,7.23417718,346.5,1.25,22000.0,17.03228004347826,17.38481072169611,1,25400000,17.05025973
0.0,0.0,1361.25,7.216158674,1361.25,0.0,2984.389348,16.89827182589474,17.63082525563043,1,1200000,13.99783211
4.0,4.0,1361.25,7.216158674,340.3125,1.0,14954.74223,17.52449479365033,17.2241481738,0,20000000,16.81124283
2.0,2.0,700.0,6.551080335,350.0,1.0,31595.36928,16.74009781756667,17.63082525563043,1,22700000,16.93787548
5.0,6.0,4500.0,8.411832676,900.0,1.2,22000.0,17.30156670857143,17.38481072169611,1,150000000,18.82614585
5.0,6.0,5445.0,8.602453035,1089.0,1.2,13957.75941,17.52449479365033,17.0930370689899,0,77500000,18.16578849
4.0,4.0,1361.25,7.216158674,340.3125,1.0,15861.09024,17.52449479365033,17.48107115846154,0,27000000,17.11134742
6.0,7.0,12523.5,9.435362158,2087.25,1.166666667,17447.19927,17.52449479365033,17.30474131619205,0,300000000,19.51929303
6.0,5.0,1905.75,7.552630911,317.625,0.833333333,14954.74223,17.52449479365033,17.2241481738,0,25500000,17.05418901
3.0,5.0,1361.25,7.216158674,453.75,1.666666667,14325.06887,17.52449479365033,17.0930370689899,0,20000000,16.81124283
3.0,3.0,2700.0,7.901007052,900.0,1.0,22000.0,17.060113025,17.38481072169611,1,28000000,17.14771507
0.0,0.0,1633.5,7.398480231,1633.5,0.0,19283.74656,18.23946870666667,17.63082525563043,1,30000000,17.21670794
5.0,5.0,1361.25,7.216158674,272.25,1.0,17936.94521,17.52449479365033,17.30474131619205,0,23000000,16.95100477
6.0,6.0,5445.0,8.602453035,907.5,1.0,12511.47842,17.52449479365033,17.0930370689899,0,28000000,17.14771507
2.0,3.0,900.0,6.802394763,450.0,1.5,22000.0,17.52449479365033,17.38481072169611,0,10000000,16.11809565
1.0,1.0,350.0,5.857933154,350.0,1.0,22000.0,16.74009781756667,17.38481072169611,1,4000000,15.20180492
5.0,6.0,9000.0,9.104979856,1800.0,1.2,150.0,17.21200745916667,17.38481072169611,1,1200000,13.99783211
4.0,4.0,2722.5,7.909305855,680.625,1.0,17447.19927,17.52449479365033,17.30474131619205,0,24500000,17.01418368
6.0,6.0,1080.0,6.98471632,180.0,1.0,22000.0,18.00816093799353,17.38481072169611,0,41500000,17.54120399
0.0,0.0,1361.25,7.216158674,1361.25,0.0,19283.74656,16.7407250003125,17.63082525563043,1,6500000,15.68731273
3.0,3.0,1361.25,7.216158674,453.75,1.0,19283.74656,17.52449479365033,17.63082525563043,0,25000000,17.03438638
4.0,5.0,1361.25,7.216158674,340.3125,1.25,14041.756535,17.52449479365033,17.0930370689899,0,22000000,16.90655301
1.0,2.0,980.1,6.887654607,980.1,2.0,14954.74223,16.74009781756667,17.2241481738,0,11500000,16.25785759
6.0,6.0,5445.0,8.602453035,907.5,1.0,12511.47842,17.30156670857143,17.0930370689899,0,30000000,17.21670794
6.0,7.0,5445.0,8.602453035,907.5,1.166666667,15861.09024,17.52449479365033,17.48107115846154,0,80000000,18.19753719
5.0,6.0,2722.5,7.909305855,544.5,1.2,19926.53811,17.52449479365033,17.63082525563043,0,51000000,17.74733619
4.0,5.0,1905.75,7.552630911,476.4375,1.25,17447.19927,17.52449479365033,17.30474131619205,0,27500000,17.12969656
1.0,1.0,680.625,6.523011494,680.625,1.0,19283.74656,16.74009781756667,17.63082525563043,0,12500000,16.3412392
6.0,6.0,3811.5,8.245778091,635.25,1.0,32795.48734,17.52449479365033,17.63082525563043,1,125000000,18.6438243
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,17447.19927,17.52449479365033,17.30474131619205,0,24500000,17.01418368
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,13957.75941,17.52449479365033,17.0930370689899,0,19500000,16.78592502
0.0,0.0,816.75,6.70533305,816.75,0.0,15861.09024,16.89827182589474,17.48107115846154,1,5800000,15.57336848
0.0,0.0,1080.0,6.98471632,1080.0,0.0,6148.148148,16.7407250003125,17.38481072169611,1,6800000,15.73243317
4.0,4.0,1080.0,6.98471632,270.0,1.0,26388.88889,17.52449479365033,17.38481072169611,1,28500000,17.16541465
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,16639.11846,17.52449479365033,17.2241481738,0,23500000,16.97251098
6.0,6.0,2722.5,7.909305855,453.75,1.0,15861.09024,17.52449479365033,17.48107115846154,0,41500000,17.54120399
5.0,6.0,5445.0,8.602453035,1089.0,1.2,17171.71717,18.00816093799353,17.48107115846154,0,99000000,18.41063041
4.0,4.0,1361.25,7.216158674,340.3125,1.0,14041.756535,17.52449479365033,17.0930370689899,0,18000000,16.70588232
5.0,5.0,2178.0,7.686162303,435.6,1.0,19467.401285,17.52449479365033,17.63082525563043,0,38500000,17.4661688
3.0,3.0,1800.0,7.495541944,600.0,1.0,22000.0,16.74009781756667,17.38481072169611,0,47500000,17.67624027
5.0,6.0,4500.0,8.411832676,900.0,1.2,24334.251605,17.30156670857143,17.38481072169611,0,165000000,18.92145603
4.0,5.0,1960.2,7.580801788,490.05,1.25,11753.90266,17.52449479365033,17.0930370689899,0,22500000,16.92902587
6.0,6.0,5445.0,8.602453035,907.5,1.0,13314.96786,18.00816093799353,17.0930370689899,0,30000000,17.21670794
5.0,6.0,1361.25,7.216158674,272.25,1.2,16791.28952,17.52449479365033,17.0930370689899,0,21500000,16.88356349
3.0,3.0,1503.0,7.31521839,501.0,1.0,28276.77977,17.30156670857143,17.38481072169611,0,42500000,17.56501463
4.0,4.0,1361.25,7.216158674,340.3125,1.0,10407.10132,17.52449479365033,17.0930370689899,0,16000000,16.58809928
0.0,0.0,1361.25,7.216158674,1361.25,0.0,8301.1937555,16.89827182589474,17.48107115846154,1,10800000,16.19505669
2.0,2.0,544.5,6.299867942,272.25,1.0,19283.74656,18.00816093799353,17.63082525563043,1,3500000,15.06827353
6.0,5.0,5400.0,8.594154233,900.0,0.833333333,111111.1111,18.00816093799353,17.38481072169611,1,600000000,20.21244021
5.0,5.0,5445.0,8.602453035,1089.0,1.0,17447.19927,17.52449479365033,17.30474131619205,0,41500000,17.54120399
3.0,3.0,1361.25,7.216158674,453.75,1.0,13957.75941,17.52449479365033,17.2241481738,0,18500000,16.73328129
2.0,2.0,1000.0,6.907755279,500.0,1.0,22000.0,18.00816093799353,17.38481072169611,1,12800000,16.36495573
4.0,5.0,816.75,6.70533305,204.1875,1.25,15861.09024,17.52449479365033,17.48107115846154,1,17500000,16.67771144
5.0,7.0,5445.0,8.602453035,1089.0,1.4,17171.71717,17.03228004347826,17.48107115846154,0,79000000,18.18495841
5.0,6.0,4500.0,8.411832676,900.0,1.2,23875.11478,18.00816093799353,17.38481072169611,0,190000000,19.06253463
4.0,5.0,2722.5,7.909305855,680.625,1.25,17447.19927,17.52449479365033,17.30474131619205,0,47000000,17.66565816
11.0,7.0,2160.0,7.677863501,196.3636364,0.636363636,22000.0,18.00816093799353,17.38481072169611,0,74000000,18.11957565
0.0,0.0,1361.25,7.216158674,1361.25,0.0,19283.74656,18.23946870666667,17.63082525563043,1,185000000,19.03586638
7.0,6.0,10890.0,9.295600216,1555.714286,0.857142857,19283.74656,17.52449479365033,17.63082525563043,0,700000000,20.36659089
5.0,6.0,5994.0,8.698514248,1198.8,1.2,57777.77778,18.00816093799353,17.38481072169611,0,400000000,19.80697511
3.0,5.0,1361.25,7.216158674,453.75,1.666666667,12331.10324,17.52449479365033,17.0930370689899,0,13000000,16.38045992
6.0,4.0,720.0,6.579251212,120.0,0.666666667,22000.0,17.52449479365033,17.38481072169611,1,9800000,16.09789294
4.0,5.0,1361.25,7.216158674,340.3125,1.25,15916.74319,17.52449479365033,17.30474131619205,0,17000000,16.6487239
8.0,7.0,2160.0,7.677863501,270.0,0.875,23495.37037,17.52449479365033,17.38481072169611,0,66500000,18.01271251
5.0,6.0,5445.0,8.602453035,1089.0,1.2,23875.11478,18.00816093799353,17.48107115846154,0,117500000,18.58194889
5.0,5.0,2722.5,7.909305855,544.5,1.0,19926.53811,17.52449479365033,17.63082525563043,0,56000000,17.84086225
4.0,5.0,2700.0,7.901007052,675.0,1.25,31481.48148,16.74009781756667,17.38481072169611,0,85000000,18.25816181
2.0,2.0,954.0,6.860663671,477.0,1.0,24334.251605,17.30156670857143,17.38481072169611,0,18000000,16.70588232
6.0,6.0,2722.5,7.909305855,453.75,1.0,12511.47842,17.52449479365033,17.0930370689899,0,22500000,16.92902587
0.0,0.0,5445.0,8.602453035,5445.0,0.0,6060.606061,16.89827182589474,17.48107115846154,1,23500000,16.97251098
3.0,3.0,1800.0,7.495541944,600.0,1.0,22000.0,17.52449479365033,17.38481072169611,0,28000000,17.14771507
6.0,6.0,5445.0,8.602453035,907.5,1.0,21120.29385,17.52449479365033,17.63082525563043,0,95000000,18.36938745
3.0,5.0,1361.25,7.216158674,453.75,1.666666667,19100.09183,17.30156670857143,17.48107115846154,0,27500000,17.12969656
6.0,6.0,5994.0,8.698514248,999.0,1.0,61111.11111,18.00816093799353,17.38481072169611,0,350000000,19.67344371
4.0,4.0,3267.0,8.091627412,816.75,1.0,9917.355372,17.52449479365033,17.2241481738,0,24000000,16.99356439
0.0,0.0,2722.5,7.909305855,2722.5,0.0,14508.7236,16.7407250003125,17.63082525563043,1,38700000,17.47135016
3.0,3.0,1089.0,6.993015123,363.0,1.0,43503.21395999999,17.52449479365033,17.63082525563043,0,45000000,17.62217305
0.0,0.0,1800.0,7.495541944,1800.0,0.0,22000.0,16.7407250003125,17.38481072169611,1,13500000,16.41820024
4.0,4.0,1633.5,7.398480231,408.375,1.0,14386.287115,17.52449479365033,17.2241481738,0,23000000,16.95100477
4.0,5.0,1633.5,7.398480231,408.375,1.25,14386.287115,17.52449479365033,17.2241481738,0,25000000,17.03438638
5.0,6.0,2722.5,7.909305855,544.5,1.2,11753.90266,17.52449479365033,17.0930370689899,0,32000000,17.28124646
5.0,6.0,2722.5,7.909305855,544.5,1.2,14954.74223,17.52449479365033,17.2241481738,0,50000000,17.72753356
0.0,0.0,1361.25,7.216158674,1361.25,0.0,15861.09024,18.23946870666667,17.48107115846154,1,29000000,17.18280639
5.0,6.0,2722.5,7.909305855,544.5,1.2,21854.91276,17.52449479365033,17.2241481738,0,59500000,17.90148687
4.0,5.0,2722.5,7.909305855,680.625,1.25,15861.09024,17.30156670857143,17.48107115846154,0,51500000,17.75709237
6.0,7.0,2722.5,7.909305855,453.75,1.166666667,18732.78237,17.52449479365033,17.48107115846154,1,60000000,17.90985512
0.0,0.0,1361.25,7.216158674,1361.25,0.0,15861.09024,16.7407250003125,17.48107115846154,1,17500000,16.67771144
2.0,2.0,1524.6,7.32948736,762.3,1.0,17053.65342,16.74009781756667,17.48107115846154,0,26000000,17.0736071
0.0,0.0,5445.0,8.602453035,5445.0,0.0,11000.91827,16.7407250003125,17.48107115846154,1,38000000,17.45309672
7.0,7.0,4900.5,8.49709252,700.0714286,1.0,14692.37833,17.52449479365033,17.30474131619205,0,90000000,18.31532023
6.0,6.0,3267.0,8.091627412,544.5,1.0,18212.427305,17.52449479365033,17.2241481738,0,65000000,17.98989783
4.0,4.0,816.75,6.70533305,204.1875,1.0,16791.28952,17.52449479365033,17.0930370689899,0,16000000,16.58809928
4.0,4.0,1080.0,6.98471632,270.0,1.0,26388.88889,17.52449479365033,17.38481072169611,1,35000000,17.37085862
5.0,6.0,5445.0,8.602453035,1089.0,1.2,11478.42057,17.52449479365033,17.0930370689899,0,72500000,18.09909712
11.0,7.0,10890.0,9.295600216,990.0,0.636363636,51067.863385,17.30156670857143,17.63082525563043,0,580000000,20.17853866
0.0,0.0,3600.0,8.188689124,3600.0,0.0,22000.0,16.7407250003125,17.38481072169611,1,50900000,17.74537348
1.0,1.0,1116.225,7.017707736,1116.225,1.0,19283.74656,16.74009781756667,17.63082525563043,0,20300000,16.82613144
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,19513.31497,17.52449479365033,17.63082525563043,0,30000000,17.21670794
5.0,6.0,2722.5,7.909305855,544.5,1.2,15861.09024,17.52449479365033,17.48107115846154,0,54000000,17.8044946
5.0,5.0,2722.5,7.909305855,544.5,1.0,22038.56749,17.52449479365033,17.48107115846154,1,60000000,17.90985512
2.0,2.0,1687.95,7.431270054,843.975,1.0,11937.55739,17.30156670857143,17.63082525563043,0,24500000,17.01418368
0.0,0.0,1089.0,6.993015123,1089.0,0.0,19283.74656,16.7407250003125,17.63082525563043,1,9000000,16.01273514
4.0,5.0,1905.75,7.552630911,476.4375,1.25,24050.02405,17.52449479365033,17.30474131619205,0,45000000,17.62217305
0.0,0.0,1361.25,7.216158674,1361.25,0.0,15861.09024,16.7407250003125,17.48107115846154,1,10700000,16.1857543
4.0,5.0,1905.75,7.552630911,476.4375,1.25,18103.10901,17.52449479365033,17.30474131619205,0,34500000,17.35646988
8.0,6.0,1000.0,6.907755279,125.0,0.75,29444.444445,17.544675218,17.38481072169611,1,27500000,17.12969656
4.0,5.0,1361.25,7.216158674,340.3125,1.25,14041.756535,17.52449479365033,17.0930370689899,0,24000000,16.99356439
3.0,3.0,1935.0,7.567862605,645.0,1.0,22000.0,16.74009781756667,17.38481072169611,1,15500000,16.55635058
0.0,0.0,1125.0,7.025538315,1125.0,0.0,22000.0,16.7407250003125,17.38481072169611,1,16000000,16.58809928
4.0,5.0,1080.0,6.98471632,270.0,1.25,22000.0,17.52449479365033,17.38481072169611,0,23500000,16.97251098
6.0,6.0,5445.0,8.602453035,907.5,1.0,32795.48734,17.52449479365033,17.63082525563043,1,100000000,18.42068074
7.0,7.0,8712.0,9.072456665,1244.571429,1.0,23875.11478,17.52449479365033,17.48107115846154,0,130000000,18.68304501
4.0,5.0,160.0,5.075173815,40.0,1.25,19283.74656,18.00816093799353,17.63082525563043,1,6500000,15.68731273
5.0,6.0,1905.75,7.552630911,381.15,1.2,18496.65486,17.52449479365033,17.63082525563043,0,38500000,17.4661688
6.0,6.0,2178.0,7.686162303,363.0,1.0,20202.0202,17.52449479365033,17.63082525563043,0,44000000,17.59970019
5.0,5.0,544.5,6.299867942,108.9,1.0,15916.74319,17.52449479365033,17.30474131619205,0,11500000,16.25785759
5.0,5.0,2160.0,7.677863501,432.0,1.0,37037.03704,17.52449479365033,17.38481072169611,1,180000000,19.00846741
4.0,5.0,200.0,5.298317367,50.0,1.25,22000.0,18.00816093799353,17.38481072169611,1,3500000,15.06827353
3.0,4.0,2160.0,7.677863501,720.0,1.333333333,22000.0,18.00816093799353,17.38481072169611,0,35000000,17.37085862
3.0,3.0,1361.25,7.216158674,453.75,1.0,19283.74656,17.52449479365033,17.63082525563043,0,26500000,17.09265529
3.0,3.0,3600.0,8.188689124,1200.0,1.0,37037.03704,17.52449479365033,17.38481072169611,1,76000000,18.1462439
5.0,7.0,2722.5,7.909305855,544.5,1.4,13957.75941,17.52449479365033,17.0930370689899,0,38000000,17.45309672
3.0,3.0,1503.0,7.31521839,501.0,1.0,19960.07984,16.74009781756667,17.38481072169611,0,21000000,16.860033
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,12488.52158,17.52449479365033,17.0930370689899,0,17500000,16.67771144
3.0,3.0,1980.0,7.590852124,660.0,1.0,22000.0,18.00816093799353,17.38481072169611,0,28500000,17.16541465
0.0,0.0,1107.0,7.009408933,1107.0,0.0,4722.222222,16.7407250003125,17.38481072169611,1,4000000,15.20180492
2.0,2.0,1197.9,7.088325303,598.95,1.0,13957.75941,16.74009781756667,17.2241481738,0,8000000,15.8949521
3.0,5.0,1361.25,7.216158674,453.75,1.666666667,19467.40129,17.52449479365033,17.48107115846154,0,26500000,17.09265529
4.0,5.0,2722.5,7.909305855,680.625,1.25,17171.71717,17.52449479365033,17.48107115846154,0,44000000,17.59970019
0.0,0.0,10890.0,9.295600216,10890.0,0.0,9458.2185485,16.89827182589474,17.48107115846154,1,85000000,18.25816181
0.0,0.0,5400.0,8.594154233,5400.0,0.0,111111.1111,16.89827182589474,17.38481072169611,1,520000000,20.06933937
6.0,6.0,2722.5,7.909305855,453.75,1.0,10468.3195575,18.00816093799353,17.63082525563043,1,35000000,17.37085862
2.0,2.0,900.0,6.802394763,450.0,1.0,22000.0,16.74009781756667,17.38481072169611,1,9000000,16.01273514
2.0,2.0,1089.0,6.993015123,544.5,1.0,11937.55739,17.30156670857143,17.63082525563043,0,13000000,16.38045992
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,13957.75941,17.52449479365033,17.0930370689899,0,20000000,16.81124283
1.0,1.0,843.975,6.738122873,843.975,1.0,19283.74656,17.30156670857143,17.63082525563043,0,9500000,16.06680236
6.0,6.0,2450.25,7.803945339,408.375,1.0,15426.99725,17.52449479365033,17.30474131619205,0,30000000,17.21670794
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,20202.0202,17.30156670857143,17.30474131619205,0,26000000,17.0736071
5.0,6.0,5989.5,8.697763215,1197.9,1.2,23875.11478,18.00816093799353,17.48107115846154,0,135000000,18.72078534
4.0,3.0,1361.25,7.216158674,340.3125,0.75,15861.09024,17.52449479365033,17.48107115846154,1,21000000,16.860033
4.0,5.0,1089.0,6.993015123,272.25,1.25,11753.90266,17.52449479365033,17.0930370689899,0,12500000,16.3412392
5.0,6.0,2722.5,7.909305855,544.5,1.2,17447.19927,17.52449479365033,17.2241481738,0,47500000,17.67624027
4.0,5.0,1440.0,7.272398393,360.0,1.25,41666.66667,18.00816093799353,17.38481072169611,0,63000000,17.95864528
3.0,3.0,2613.6,7.86848386,871.2,1.0,16352.81835,16.74009781756667,17.63082525563043,0,42000000,17.55318018
0.0,0.0,1361.25,7.216158674,1361.25,0.0,19283.74656,14.8229620675,17.63082525563043,1,1250000,14.03865411
5.0,5.0,2178.0,7.686162303,435.6,1.0,15861.09024,17.52449479365033,17.48107115846154,0,41000000,17.52908262
4.0,4.0,1361.25,7.216158674,340.3125,1.0,19283.74656,17.52449479365033,17.63082525563043,0,30000000,17.21670794
5.0,5.0,1905.75,7.552630911,381.15,1.0,20202.0202,17.52449479365033,17.30474131619205,0,37000000,17.42642847
5.0,5.0,5445.0,8.602453035,1089.0,1.0,12396.694215,17.52449479365033,17.0930370689899,0,56900000,17.8568059
3.0,3.0,1089.0,6.993015123,363.0,1.0,20202.0202,18.00816093799353,17.30474131619205,0,21000000,16.860033
2.0,2.0,954.0,6.860663671,477.0,1.0,22000.0,16.74009781756667,17.38481072169611,0,8000000,15.8949521
2.0,2.0,1742.4,7.463018752,871.2,1.0,8866.090371,16.74009781756667,17.2241481738,0,23000000,16.95100477
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,19283.74656,17.52449479365033,17.63082525563043,0,29000000,17.18280639
6.0,7.0,5445.0,8.602453035,907.5,1.166666667,15861.09024,18.00816093799353,17.48107115846154,1,132000000,18.69831248
