Bedroom,Bath,Area_sqft,Log_area_sqft,Area_per_bedroom,Bath_bedroom_ratio,Location_median_ppsf,Type_target_enc,City_target_enc,Source_OLX,Price_pkr,Log_price
6.0,6.0,9000.0,9.104979856,1500.0,1.0,23875.11478,17.52449479365033,17.38481072169611,0,450000000,19.92475814
3.0,3.0,2368.575,7.770043787,789.525,1.0,42381.86056,16.74009781756667,17.63082525563043,0,79800000,18.19503406
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,19467.40129,17.52449479365033,17.48107115846154,0,25000000,17.03438638
7.0,6.0,5445.0,8.602453035,777.8571429,0.857142857,12511.47842,17.52449479365033,17.0930370689899,0,72000000,18.09217668
5.0,5.0,2450.25,7.803945339,490.05,1.0,16324.86481,17.52449479365033,17.63082525563043,0,40000000,17.50439001
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,23875.11478,17.52449479365033,17.48107115846154,0,35000000,17.37085862
6.0,5.0,2178.0,7.686162303,363.0,0.833333333,20385.67493,17.52449479365033,17.63082525563043,0,70000000,18.0640058
5.0,6.0,2722.5,7.909305855,544.5,1.2,12511.47842,17.52449479365033,17.0930370689899,0,34500000,17.35646988
4.0,5.0,2722.5,7.909305855,680.625,1.25,20202.0202,18.00816093799353,17.48107115846154,0,68000000,18.03501826
5.0,6.0,2722.5,7.909305855,544.5,1.2,15861.09024,17.52449479365033,17.48107115846154,0,36000000,17.3990295
4.0,4.0,2722.5,7.909305855,680.625,1.0,12511.47842,17.52449479365033,17.0930370689899,0,28000000,17.14771507
4.0,5.0,2722.5,7.909305855,680.625,1.25,17171.71717,17.52449479365033,17.48107115846154,0,48500000,17.69707436
4.0,4.0,1905.75,7.552630911,476.4375,1.0,12593.46714,17.52449479365033,17.2241481738,0,24000000,16.99356439
3.0,4.0,1361.25,7.216158674,453.75,1.333333333,15406.591165,17.03228004347826,17.0930370689899,0,20000000,16.81124283
6.0,6.0,1080.0,6.98471632,180.0,1.0,43055.55556,18.00816093799353,17.38481072169611,1,46500000,17.65496287
5.0,6.0,5445.0,8.602453035,1089.0,1.2,21120.29385,17.52449479365033,17.63082525563043,0,139000000,18.74998449
2.0,2.0,1796.85,7.493790411,898.425,1.0,19283.74656,16.74009781756667,17.63082525563043,0,33500000,17.327056
