url,type,purpose,area,bedroom,bath,added,price,location,location_city,source,price_pkr,area_unit,area_sqft,suspected_outlier
https://www.zameen.com/Property/askari_askari_11_fully_furnished_luxury_2-bed_apartment_in_askari_11_lahore_prime_location_premium_lifestyle_high_rental_yield-54387478-1503-1.html,Apartment,For Sale,5.6 Marla,2.0,2.0,52 minutes ago,PKR 2.6 Crore,"Askari 11, Askari",Lahore,Zameen,26000000.0,Marla,1524.6,False
https://www.zameen.com/Property/dha_defence_dha_phase_3_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_maintained_old_bungalow_is_available_in_the_best_block_of_dha_lahore-54358381-1454-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 8.25 Crore,"DHA Phase 3, DHA Defence",Lahore,Zameen,82500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_4_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_maintained_bungalow_is_available_in_the_best_block_of_dha_lahore-54358391-1446-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 8.5 Crore,"DHA Phase 4, DHA Defence",Lahore,Zameen,85000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_1_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_maintained_bungalow_is_available_in_the_best_block_of_dha_lahore-54358398-1442-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 6.5 Crore,"DHA Phase 1, DHA Defence",Lahore,Zameen,65000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_syed_brothers_proudly_offers_22-marla_elegant_and_fully_furnished_owner_build_corner_bungalow_is_available_in_the_best_block_of_dha_lahore-54358402-1450-1.html,Other,For Sale,1.1 Kanal,6.0,7.0,1 hour ago,PKR 9.5 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,95000000.0,Kanal,5989.500000000001,False
https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_brand_new_5_marla_luxury_house_for_sale_in_dha_9_town_prime_location_near_park_commercial_modern_design_best_investment_opportunity-54647215-8175-1.html,House,For Sale,5 Marla,3.0,4.0,4 hours ago,PKR 2.6 Crore,"DHA 9 Town - Block C, DHA 9 Town",Lahore,Zameen,26000000.0,Marla,1361.25,False
https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_brand_new_modern_house_for_sale_in_dha_phase_9_town-54664704-8174-1.html,House,For Sale,5 Marla,3.0,4.0,4 hours ago,PKR 2.85 Crore,"DHA 9 Town - Block B, DHA 9 Town",Lahore,Zameen,28500000.0,Marla,1361.25,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_modern_design_house_for_sale_in_dha_phase_lahore-54663983-1450-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 9.7 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,97000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_corner_house_brand_new_modern_house_for_sale_in_dha_phase_6-54663976-1448-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 11.25 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,112500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_brand_new_modern_house_for_sale_in_dha_phase_7-54679384-1628-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 9.5 Crore,"DHA Phase 7 - Block U, DHA Phase 7",Lahore,Zameen,95000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_2_lavish_ready-to-shift_home_offering_luxury_comfort_smart_energy_42kv_solar-54192763-1444-1.html,Other,For Sale,2 Kanal,6.0,7.0,1 hour ago,PKR 20.99 Crore,"DHA Phase 2, DHA Defence",Lahore,Zameen,209900000.0,Kanal,10890.0,False
https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_nargis_block_brand_new_1_kanal_beautiful_house_available_for_sale-53544168-3540-1.html,House,For Sale,1 Kanal,6.0,7.0,2 hours ago,PKR 15 Crore,"Allama Iqbal Town - Nargis Block, Allama Iqbal Town",Lahore,Zameen,150000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_most_elegant_ultra_modern_10_marla_designer_house_available_for_sale_near_to_defence_raya_golf_course-54501028-1450-1.html,House,For Sale,10 Marla,4.0,5.0,4 hours ago,PKR 4.75 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,47500000.0,Marla,2722.5,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxury_house_for_sale_in_dha_lahore-54153741-1448-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 10 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,100000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_ultra_luxury_house_for_sale_in_the_heart_of_dha-54153757-1450-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 8 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,80000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/lahore_wapda_town_1_kanal_ultra_modern_style_double_storey_luxery_stylish_house_available_for_sale-54456797-423-1.html,House,For Sale,1 Kanal,6.0,6.0,1 hour ago,PKR 8.8 Crore,"Wapda Town, Lahore",Lahore,Zameen,88000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/lahore_iep_engineers_town_1_kanal_ultra_modern_house_available_for_sale_in_engineering_town_well_hot_location_lahore-54487411-8425-1.html,House,For Sale,1 Kanal,6.0,6.0,1 hour ago,PKR 6.4 Crore,"IEP Engineers Town, Lahore",Lahore,Zameen,64000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/eden_eden_residencia_6_75_marla_corner_house_eden_residencia-54629780-3100-1.html,House,For Sale,6.8 Marla,3.0,4.0,20 minutes ago,PKR 2.9 Crore,"Eden Residencia, Eden",Lahore,Zameen,29000000.0,Marla,1851.3,False
https://www.zameen.com/Property/lahore_khayaban-e-amin_5_marla_model_house_khayaban_e_amin-54644116-1514-1.html,House,For Sale,5 Marla,3.0,4.0,21 minutes ago,PKR 1.5 Crore,"Khayaban-e-Amin, Lahore",Lahore,Zameen,15000000.0,Marla,1361.25,False
https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_ready_to_move_studio_apartment_for_sale_in_prime_location_i_multiple_options-54613516-1805-1.html,Apartment,For Sale,1.3 Marla,2.0,1.0,25 minutes ago,PKR 45 Lakh,"Bahria Town - Iqbal Block, Bahria Town - Sector E",Lahore,Zameen,4500000.0,Marla,353.925,False
https://www.zameen.com/Property/nsit_city_zameen_eon_own_a_studio_apartment_at_zameen_eon_invest_in_eon_earn_pkr_214_000_month_the_future_of_luxury_living_in_lahore-54328871-22334-1.html,Apartment,For Sale,2 Marla,2.0,1.0,50 minutes ago,PKR 2.14 Crore,"Zameen EON, NSIT City",Lahore,Zameen,21400000.0,Marla,544.5,False
https://www.zameen.com/Property/tip_housing_society_tip_housing_society_-_phase_2_1_kanal_single_storey_house_near_dha_11_rahabar-53813803-14059-1.html,House,For Sale,1 Kanal,3.0,4.0,1 hour ago,PKR 3.8 Crore,"TIP Housing Society - Phase 2, TIP Housing Society",Lahore,Zameen,38000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_maintained_old_bungalow_is_available_in_the_best_block_of_dha_lahore-54358411-1448-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 8.5 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,85000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_5_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_furnished_bungalow_is_available_in_the_best_block_of_dha_lahore-54358416-1447-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 9.5 Crore,"DHA Phase 5, DHA Defence",Lahore,Zameen,95000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_5_syed_brothers_proudly_offers_1-kanal_elegant_bungalow_is_available_in_the_best_block_of_dha_lahore-54358422-1447-1.html,Other,For Sale,1 Kanal,4.0,5.0,1 hour ago,PKR 9 Crore,"DHA Phase 5, DHA Defence",Lahore,Zameen,90000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_3_syed_brothers_proudly_offers_2-kanal_elegant_bungalow_is_available_in_the_best_block_of_dha_lahore-54358511-1454-1.html,Other,For Sale,2 Kanal,6.0,7.0,1 hour ago,PKR 42 Crore,"DHA Phase 3, DHA Defence",Lahore,Zameen,420000000.0,Kanal,10890.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_5_syed_brothers_proudly_offers_1-kanal_elegant_owner_build_bungalow_is_available_in_the_best_block_of_dha-54358495-1447-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 8.5 Crore,"DHA Phase 5, DHA Defence",Lahore,Zameen,85000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_syed_brothers_proudly_offers_1-kanal_elegant_bungalow_with_cinema_pool_is_available_in_the_best_block_of_dha_lahore-54358501-1448-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 42 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,420000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_syed_brothers_proudly_offers_3-kanal_elegant_fully_furnished_modern_bungalow_with_basement_pool_cinema_is_available_in_the_best_block_of_dha_lahore-54358519-1448-1.html,Other,For Sale,3 Kanal,6.0,7.0,1 hour ago,PKR 60 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,600000000.0,Kanal,16335.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_1_brand_new_1-kanal_elegant_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361977-1442-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 7.5 Crore,"DHA Phase 1, DHA Defence",Lahore,Zameen,75000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_5_marla_house_available_for_sale_in_tulip_overseas_block_park_view_city_lahore-54652706-13754-1.html,House,For Sale,5 Marla,4.0,4.0,4 hours ago,PKR 2.25 Crore,"Park View City - Tulip Overseas, Park View City",Lahore,Zameen,22500000.0,Marla,1361.25,False
https://www.zameen.com/Property/lahore_bedian_road_marvelous_farm_house_for_sale-54172530-378-1.html,Farm House,For Sale,4 Kanal,3.0,4.0,4 hours ago,PKR 6.8 Crore,"Bedian Road, Lahore",Lahore,Zameen,68000000.0,Kanal,21780.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_6_prime_location_near_to_raya-54453313-1450-1.html,Villa,For Sale,1 Kanal,5.0,6.0,7 hours ago,PKR 8.35 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,83500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_ultra_modern_designed_bungalow_with_basement_for_sale_top_location_in_dha_phase_6-52646080-1448-1.html,Other,For Sale,1 Kanal,5.0,6.0,7 hours ago,PKR 9.13 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,91300000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_ultra-luxury_1_kanal_brand_new_bungalow_private_swimming_pool_huge_car_parking_walking_distance_to_park_tim_hortons_dha_phase_6_100_original_deal-52567260-1618-1.html,Other,For Sale,1 Kanal,5.0,6.0,7 hours ago,PKR 9.19 Crore,"DHA Phase 6 - Block J, DHA Phase 6",Lahore,Zameen,91900000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_beautifully_designed_modren_architecht_bungalow-54647882-1450-1.html,Other,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 7.75 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,77500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_designer_design_beautiful_house_is_available_for_sale_in_dha_phase_6-54689466-1448-1.html,House,For Sale,1 Kanal,5.0,6.0,4 hours ago,PKR 8.5 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,85000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/askari_askari_12_brand_new_13_marla_luxury_apartment_for_sale_in_askari_12_lahore-54662616-22537-1.html,Apartment,For Sale,13 Marla,4.0,4.0,5 hours ago,PKR 4 Crore,"Askari 12, Askari",Lahore,Zameen,40000000.0,Marla,3539.25,False
https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_owner_built_house_for_sale_in_r1_block_johar_town_lahore_lda_transfer-54691848-3961-1.html,House,For Sale,5 Marla,3.0,4.0,5 hours ago,PKR 2.7 Crore,"Johar Town Phase 2, Johar Town",Lahore,Zameen,27000000.0,Marla,1361.25,False
https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_owner_built_house_for_sale_in_r1_block_johar_town_lahore_lda_transfer-54691837-3961-1.html,House,For Sale,5 Marla,3.0,4.0,5 hours ago,PKR 2.65 Crore,"Johar Town Phase 2, Johar Town",Lahore,Zameen,26500000.0,Marla,1361.25,False
https://www.zameen.com/Property/fazaia_housing_scheme_phase_1_fazaia_housing_scheme_phase_1_-_block_h_1_kanal_elegance_corner_plus_facing_park_modern_house_for_sale_in_executive_location_and_heart_of_fazaia_housing_society_phase_1-54635049-3772-1.html,House,For Sale,1 Kanal,6.0,6.0,2 hours ago,PKR 11.75 Crore,"Fazaia Housing Scheme Phase 1 - Block H, Fazaia Housing Scheme Phase 1",Lahore,Zameen,117500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/eme_society_eme_society_-_block_d_for_sale_luxury_1_kanal_residential_house_block_d_eme_society_lahore-54650958-3748-1.html,House,For Sale,1 Kanal,5.0,5.0,2 hours ago,PKR 8 Crore,"EME Society - Block D, EME Society",Lahore,Zameen,80000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/lahore_uet_housing_society_30_marla_owner_build_main_boulevard_house-54603880-615-1.html,House,For Sale,1.5 Kanal,4.0,5.0,1 hour ago,PKR 6.5 Crore,"UET Housing Society, Lahore",Lahore,Zameen,65000000.0,Kanal,8167.5,False
https://www.zameen.com/Property/lahore_iep_engineers_town_1_kanal_brand_new_house_for_sale_in_iep_town-54671127-8425-1.html,House,For Sale,18 Marla,5.0,6.0,1 hour ago,PKR 5.35 Crore,"IEP Engineers Town, Lahore",Lahore,Zameen,53500000.0,Marla,4900.5,False
https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_luxury_modern_house_for_sale_near_mcdonalds_prime_location-53107732-1632-1.html,House,For Sale,10 Marla,4.0,5.0,1 hour ago,PKR 5.05 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,Zameen,50500000.0,Marla,2722.5,False
https://www.zameen.com/Property/dha_defence_dha_phase_4_eid_gift_for_serious_buyer_owner_built_well_maintained_fully_furnished_must_visit_then_real_idea_pics_not_upload_original_family_used-51815572-1446-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 6.25 Crore,"DHA Phase 4, DHA Defence",Lahore,Zameen,62500000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_on_main_150_feet_road_4-kanal_2-kanal_bungalow_2-kanal_lawn_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_phase_6_lahore-54361978-1448-1.html,Other,For Sale,4 Kanal,6.0,7.0,1 hour ago,PKR 52 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,520000000.0,Kanal,21780.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_brand_new_1-kanal_elegant_and_fully_furnished_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361979-1448-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 15.5 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,155000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_8_brand_new_1-kanal_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_phase_8_lahore-54361980-1451-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 10.5 Crore,"DHA Phase 8, DHA Defence",Lahore,Zameen,105000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_5-marla_elegant_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361981-1452-1.html,Other,For Sale,5 Marla,3.0,4.0,1 hour ago,PKR 3.25 Crore,"DHA 9 Town, DHA Defence",Lahore,Zameen,32500000.0,Marla,1361.25,False
https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_brand_new_10-marla_elegant_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361983-407-1.html,Other,For Sale,10 Marla,4.0,5.0,1 hour ago,PKR 6.25 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",Lahore,Zameen,62500000.0,Marla,2722.5,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_1-kanal_elegant_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361974-1450-1.html,Other,For Sale,1 Kanal,5.0,6.0,1 hour ago,PKR 9.9 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,99000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_6_brand_new_1-kanal_elegant_furnished_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54361976-1448-1.html,Other,For Sale,1 Kanal,6.0,7.0,1 hour ago,PKR 22 Crore,"DHA Phase 6, DHA Defence",Lahore,Zameen,220000000.0,Kanal,5445.0,False
https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_5-marla_elegant_and_super_hot_located_spanish_bungalow_is_available_in_the_best_block_of_dha_lahore-54361982-1452-1.html,Other,For Sale,5 Marla,3.0,4.0,1 hour ago,PKR 3.3 Crore,"DHA 9 Town, DHA Defence",Lahore,Zameen,33000000.0,Marla,1361.25,False
https://www.zameen.com/Property/dha_defence_dha_phase_7_2_kanal_fully_furnished_with_basement_faisal_rasoo_design_bungalow_for_sale_in_phase_7_dha-54661808-1450-1.html,Other,For Sale,2 Kanal,7.0,6.0,7 hours ago,PKR 24 Crore,"DHA Phase 7, DHA Defence",Lahore,Zameen,240000000.0,Kanal,10890.0,False
https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_5_marla_ultra_modern_house_for_sale_in_bismillah_housing_scheme-54426014-8446-1.html,House,For Sale,5 Marla,4.0,5.0,7 hours ago,PKR 2.6 Crore,"Bismillah Housing Scheme, GT Road",Lahore,Zameen,26000000.0,Marla,1361.25,False
https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_10_marla_slightly_used_house_for_sale_al_rehman_garden_phase2_lahore_p_block-54643669-4506-1.html,House,For Sale,10 Marla,5.0,6.0,7 hours ago,PKR 3.2 Crore,"Al Rehman Garden Phase 2, Al Rehman Garden",Lahore,Zameen,32000000.0,Marla,2722.5,False
https://www.zameen.com/Property/dha_defence_dha_phase_3_d_h_a_lahore_4_kanal_brand_new_faisal_rasool_design_house_fully_furnished_with_100_original_pics_available_for_sale-52899644-1454-1.html,House,For Sale,4 Kanal,5.0,6.0,8 hours ago,PKR 53 Crore,"DHA Phase 3, DHA Defence",Lahore,Zameen,530000000.0,Kanal,21780.0,False
https://www.zameen.com/Property/dha_defence_dha_phase_5_dha_lahore_32_marla_owner_build_design_house_with_basement_with_100_original_pictures_available_for_sale-53424811-1447-1.html,House,For Sale,1.6 Kanal,7.0,7.0,8 hours ago,PKR 13 Crore,"DHA Phase 5, DHA Defence",Lahore,Zameen,130000000.0,Kanal,8712.0,False
https://www.zameen.com/Property/lahore_rehman_gardens_7_marla_ground_floor_flat_available_for_sale_in_rehman_gardens-54689460-4584-1.html,Apartment,For Sale,7 Marla,3.0,3.0,5 hours ago,PKR 2 Crore,"Rehman Gardens, Lahore",Lahore,Zameen,20000000.0,Marla,1905.75,False
https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_before_buy_a_house_must_visit_a_material_solid_construction_exceptional_finishing_sector_d_nearest_to_attack_petrol_pump-54580727-8176-1.html,House,For Sale,5 Marla,3.0,5.0,5 hours ago,PKR 2.9 Crore,"DHA 9 Town - Block D, DHA 9 Town",Lahore,Zameen,29000000.0,Marla,1361.25,False
https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_exclusive_1_kanal_luxury_residence_prime_location_of_dha_phase_7_steps_away_from_mosque_park_its_fully_designer_bungalow_best_for_investment-54499041-1632-1.html,Other,For Sale,1 Kanal,5.0,7.0,7 hours ago,PKR 8.25 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,Zameen,82500000.0,Kanal,5445.0,False
