id,url,type,purpose,area,bedroom,bath,added,price,location,location_city,source
3375,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-53967966-3048-4.html,House,For Rent,10 Marla,5,6.0,44 minutes ago,PKR 1.32 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3376,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_one_bed_luxury_furnished_apartment_available_for_rent_in_bahria_town_phase_7_rawalpindi-54157720-3047-4.html,Apartment,For Rent,3.8 Marla,1,1.0,46 minutes ago,PKR 60 Thousand,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3377,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_brand_full_house_available_for_rent_in_bahria_town_phase_7_rawalpindi-54469321-3048-4.html,House,For Rent,1 Kanal,6,7.0,46 minutes ago,PKR 3 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3378,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_24_marla_brand_new_ultra_luxury_designer_house_for_rent_prime_location_of_bahria_town-54497358-3047-4.html,House,For Rent,1.2 Kanal,7,6.0,2 hours ago,PKR 3 Lakh,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3379,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-53967933-3048-4.html,House,For Rent,10 Marla,5,6.0,45 minutes ago,PKR 1.3 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3380,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-53961533-3048-4.html,House,For Rent,10 Marla,5,6.0,45 minutes ago,PKR 1.35 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3381,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-53930995-3048-4.html,House,For Rent,10 Marla,5,5.0,45 minutes ago,PKR 1.2 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3382,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_brand_new_luxury_designer_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-51525214-3048-4.html,House,For Rent,10 Marla,5,5.0,45 minutes ago,PKR 1.15 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3383,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_rawalpindi_bahria_town_phase_8_10_marla_brand_new_house_for_rent-51361160-3048-4.html,House,For Rent,10 Marla,5,5.0,45 minutes ago,PKR 1.35 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3384,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_upper_portion_available_for_rent_in_bahria_town_phase_8_rawalpindi-54023277-3048-4.html,Upper Portion,For Rent,1 Kanal,3,4.0,45 minutes ago,PKR 98 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3385,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_ground_portion_available_for_rent_in_bahria_town_phase_8_rawalpindi-54023269-3048-4.html,Other,For Rent,1 Kanal,3,4.0,45 minutes ago,PKR 93 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3386,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_ground_portion_available_for_rent_in_bahria_town_phase_8_rawalpindi-54023260-3048-4.html,Other,For Rent,1 Kanal,3,4.0,45 minutes ago,PKR 1 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3387,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_brand_new_fully_furnished_apartment_available_for_rent-44878104-3047-4.html,Apartment,For Rent,5.8 Marla,2,2.0,2 weeks ago,PKR 99 Thousand,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3388,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_h_prime_location_12_marla_new_house_available_for_rent-54587863-3056-4.html,House,For Rent,12 Marla,4,5.0,2 weeks ago,PKR 1.3 Lakh,"Bahria Town Phase 8 - Block H, Bahria Town Phase 8",Rawalpindi,Zameen
